ID,NAME,BOT_ID,MISSION_ID,ORDER,CREATIVE_NAME,learn_data,Story,LEARN_MECHANISM (LLM type),Activity_Category,STATUS,Level_bot_id,ICON,estimate time,,
198,Vòng quay may mắn,1265,74,150,Vòng quay may mắn,"{
  ""words"": [
    { ""word"": ""We"", ""translation"": ""chúng ta"" },
    { ""word"": ""should"", ""translation"": ""nên"" },
    { ""word"": ""wear"", ""translation"": ""mặc"" },
    { ""word"": ""helmets"", ""translation"": ""mũ bảo hiểm"" },
    { ""word"": ""keep"", ""translation"": ""giữ"" },
    { ""word"": ""hands"", ""translation"": ""tay"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""stop"", ""translation"": ""dừng lại"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""wait"", ""translation"": ""chờ"" },
    { ""word"": ""listen"", ""translation"": ""nghe"" },
    { ""word"": ""carefully"", ""translation"": ""cẩn thận"" },
    { ""word"": ""He"", ""translation"": ""anh ấy"" },
    { ""word"": ""in"", ""translation"": ""trong"" },
    { ""word"": ""line"", ""translation"": ""hàng"" },
    { ""word"": ""She"", ""translation"": ""cô ấy"" },
    { ""word"": ""stay"", ""translation"": ""giữ"" },
    { ""word"": ""quiet"", ""translation"": ""yên lặng"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1265
  }
}",,,,
199,Tình huống bất ngờ,-1,74,151,Tình huống bất ngờ,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,UP_COMING,"{
  ""default"": {
    ""EN"": 1257
  }
}",,,,
200,Tấm gương kỳ bí,1314,75,152,Tấm gương kỳ bí,"{
  ""words"": [
    { ""word"": ""We"", ""translation"": ""chúng ta"" },
    { ""word"": ""should"", ""translation"": ""nên"" },
    { ""word"": ""wear"", ""translation"": ""mặc"" },
    { ""word"": ""helmets"", ""translation"": ""mũ bảo hiểm"" },
    { ""word"": ""so"", ""translation"": ""để"" },
    { ""word"": ""can"", ""translation"": ""có thể"" },
    { ""word"": ""stay"", ""translation"": ""giữ"" },
    { ""word"": ""safe"", ""translation"": ""an toàn"" },
    { ""word"": ""stop"", ""translation"": ""dừng lại"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""wait"", ""translation"": ""chờ"" },
    { ""word"": ""keep"", ""translation"": ""giữ"" },
    { ""word"": ""things"", ""translation"": ""mọi thứ"" },
    { ""word"": ""in"", ""translation"": ""trong"" },
    { ""word"": ""order"", ""translation"": ""trật tự"" },
    { ""word"": ""hands"", ""translation"": ""tay"" },
    { ""word"": ""clean"", ""translation"": ""sạch"" },
    { ""word"": ""listen"", ""translation"": ""nghe"" },
    { ""word"": ""carefully"", ""translation"": ""cẩn thận"" },
    { ""word"": ""learn"", ""translation"": ""học"" },
    { ""word"": ""better"", ""translation"": ""tốt hơn"" },
    { ""word"": ""quiet"", ""translation"": ""yên lặng"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1314
  }
}",,,,
201,Cậu ơi chớ quên (phần 4),-1,75,153,Cậu ơi chớ quên (phần 4),"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Tạo bài nói,UP_COMING,"{
  ""default"": {
    ""EN"": 1257
  }
}",,,,
202,Nhiệm vụ vlogger - Cùng nói về nội quy,1328,75,154,Nhiệm vụ vlogger - Cùng nói về nội quy,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Dự án cá nhân,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1328
  }
}",,,,
203,Nhắc nhở nhiệm vụ,1334,76,155,Nhắc nhở nhiệm vụ,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Nhắc nhẹ,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1334
  }
}",,,,
204,Ghi nhớ quy tắc,1792,77,156,Ghi nhớ quy tắc,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""EN"": 1792
  }
}",,,,
205,Pika đi xem phim,956,77,157,Pika đi xem phim,"{
  ""words"": []
 }",Pika muốn trò chuyện một chút với cậu về chủ đề này,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 956
  }
}",,,,
206,Cảnh giác cuộc gọi lạ,959,77,158,Cảnh giác cuộc gọi lạ,"{
  ""words"": []
 }",Pika muốn trò chuyện một chút với cậu về chủ đề này,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 959
  }
}",,,,
207,Để tớ kể cậu chuyện này,973,77,159,Để tớ kể cậu chuyện này,"{
  ""words"": []
 }",Pika muốn trò chuyện một chút với cậu về chủ đề này,AGENT,Thực hành giao tiếp,UP_COMING,"{
  ""default"": {
    ""EN"": 973
  }
}",,,,
208,Làm mất nhẫn kim cương?,974,77,160,Làm mất nhẫn kim cương?,"{
  ""words"": []
 }",Pika muốn trò chuyện một chút với cậu về chủ đề này,AGENT,Thực hành giao tiếp,UP_COMING,"{
  ""default"": {
    ""EN"": 974
  }
}",,,,
209,"Phá đảo thế giới ảo, chơi game và ý thức",-1,77,161,"Phá đảo thế giới ảo, chơi game và ý thức","{
  ""words"": []
 }",Pika muốn trò chuyện một chút với cậu về chủ đề này,AGENT,Thực hành giao tiếp,UP_COMING,"{
  ""default"": {
    ""EN"": 980
  }
}",,,,
210,Đi học có gì vui? (phần 1),1262,78,162,Đi học có gì vui? (phần 1),"{
  ""words"": [
    { ""word"": ""do"", ""translation"": ""làm"" },
    { ""word"": ""experiments"", ""translation"": ""thí nghiệm"" },
    { ""word"": ""share"", ""translation"": ""chia sẻ"" },
    { ""word"": ""ideas"", ""translation"": ""ý tưởng"" },
    { ""word"": ""learn"", ""translation"": ""học"" },
    { ""word"": ""new"", ""translation"": ""mới"" },
    { ""word"": ""things"", ""translation"": ""điều"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1262
  }
}",,,,
210.1,Hoạt động ở trường (phần 1),1318,78,162.1,Hoạt động ở trường (phần 1),"{
  ""words"": [
    { ""word"": ""do"", ""translation"": ""làm"" },
    { ""word"": ""experiments"", ""translation"": ""thí nghiệm"" },
    { ""word"": ""share"", ""translation"": ""chia sẻ"" },
    { ""word"": ""ideas"", ""translation"": ""ý tưởng"" },
    { ""word"": ""learn"", ""translation"": ""học"" },
    { ""word"": ""new"", ""translation"": ""mới"" },
    { ""word"": ""things"", ""translation"": ""điều"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1318
  }
}",,,,
211.1,Đi học có gì vui? (phần 2),1263,78,163.1,Đi học có gì vui? (phần 2),"{
  ""words"": [
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""sports"", ""translation"": ""thể thao"" },
    { ""word"": ""answer"", ""translation"": ""trả lời"" },
    { ""word"": ""teacher"", ""translation"": ""giáo viên"" },
    { ""word"": ""questions"", ""translation"": ""câu hỏi"" },
    { ""word"": ""join"", ""translation"": ""tham gia"" },
    { ""word"": ""school"", ""translation"": ""trường học"" },
    { ""word"": ""clubs"", ""translation"": ""câu lạc bộ"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""EN"": 1263
  }
}",,,,
211.2,Hoạt động ở trường (phần 2),1319,78,163.2,Hoạt động ở trường (phần 2),"{
  ""words"": [
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""sports"", ""translation"": ""thể thao"" },
    { ""word"": ""answer"", ""translation"": ""trả lời"" },
    { ""word"": ""teacher"", ""translation"": ""giáo viên"" },
    { ""word"": ""questions"", ""translation"": ""câu hỏi"" },
    { ""word"": ""join"", ""translation"": ""tham gia"" },
    { ""word"": ""school"", ""translation"": ""trường học"" },
    { ""word"": ""clubs"", ""translation"": ""câu lạc bộ"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1319
  }
}",,,,
211.3,Thử thách đoán từ – Trường học,1267,78,163.3,Thử thách đoán từ – Trường học,"{
  ""words"": [
    { ""word"": ""share"", ""translation"": ""chia sẻ"" },
    { ""word"": ""ideas"", ""translation"": ""ý tưởng"" },
    { ""word"": ""answer"", ""translation"": ""trả lời"" },
    { ""word"": ""teacher’s"", ""translation"": ""giáo viên"" },
    { ""word"": ""question"", ""translation"": ""câu hỏi"" },
    { ""word"": ""do"", ""translation"": ""làm"" },
    { ""word"": ""experiments"", ""translation"": ""thí nghiệm"" },
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""sports"", ""translation"": ""thể thao"" },
    { ""word"": ""join"", ""translation"": ""tham gia"" },
    { ""word"": ""school"", ""translation"": ""trường học"" },
    { ""word"": ""clubs"", ""translation"": ""câu lạc bộ"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1267
  }
}",,,,
211.4,Trò chuyện — Đi học có gì vui?,1436,78,163.4,Trò chuyện — Đi học có gì vui?,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Luyện tập cụm từ,ACTIVE,"{
  ""default"": {
    ""EN"": 1436
  }
}",,,,
212,Pháp sư chế thuốc,1258,79,164,Pháp sư chế thuốc,"{
  ""words"": [
    { ""word"": ""do"", ""translation"": ""làm"" },
    { ""word"": ""experiments"", ""translation"": ""thí nghiệm"" },
    { ""word"": ""share"", ""translation"": ""chia sẻ"" },
    { ""word"": ""ideas"", ""translation"": ""ý tưởng"" },
    { ""word"": ""learn"", ""translation"": ""học"" },
    { ""word"": ""new"", ""translation"": ""mới"" },
    { ""word"": ""things"", ""translation"": ""điều"" },
    { ""word"": ""join"", ""translation"": ""tham gia"" },
    { ""word"": ""school"", ""translation"": ""trường học"" },
    { ""word"": ""clubs"", ""translation"": ""câu lạc bộ"" },
    { ""word"": ""answer"", ""translation"": ""trả lời"" },
    { ""word"": ""the"", ""translation"": ""cái"" },
    { ""word"": ""teacher"", ""translation"": ""giáo viên"" },
    { ""word"": ""questions"", ""translation"": ""câu hỏi"" },
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""sports"", ""translation"": ""thể thao"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1258
  }
}",,,,
213,Đi học có gì vui? (phần 3),1323,79,165,Đi học có gì vui? (phần 3),"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""often"", ""translation"": ""thường xuyên"" },
    { ""word"": ""do"", ""translation"": ""làm"" },
    { ""word"": ""experiments"", ""translation"": ""thí nghiệm"" },
    { ""word"": ""share"", ""translation"": ""chia sẻ"" },
    { ""word"": ""ideas"", ""translation"": ""ý tưởng"" },
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""sports"", ""translation"": ""thể thao"" },
    { ""word"": ""What"", ""translation"": ""cái gì"" },
    { ""word"": ""you"", ""translation"": ""bạn"" },
    { ""word"": ""at"", ""translation"": ""ở"" },
    { ""word"": ""school"", ""translation"": ""trường học"" },
    { ""word"": ""She"", ""translation"": ""cô ấy"" },
    { ""word"": ""joins"", ""translation"": ""tham gia"" },
    { ""word"": ""music"", ""translation"": ""âm nhạc"" },
    { ""word"": ""clubs"", ""translation"": ""câu lạc bộ"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Tạo câu đơn,ACTIVE,"{
  ""default"": {
    ""EN"": 1323
  }
}",,,,
214,Tình huống bất ngờ,-1,79,166,Tình huống bất ngờ,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Thực hành giao tiếp,UP_COMING,"{
  ""default"": {
    ""EN"": 1258
  }
}",,,,
215,Mở hòm kho báu,1308,80,167,Mở hòm kho báu,"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""often"", ""translation"": ""thường xuyên"" },
    { ""word"": ""do"", ""translation"": ""làm"" },
    { ""word"": ""experiments"", ""translation"": ""thí nghiệm"" },
    { ""word"": ""share"", ""translation"": ""chia sẻ"" },
    { ""word"": ""ideas"", ""translation"": ""ý tưởng"" },
    { ""word"": ""learn"", ""translation"": ""học"" },
    { ""word"": ""new"", ""translation"": ""mới"" },
    { ""word"": ""things"", ""translation"": ""điều"" },
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""sports"", ""translation"": ""thể thao"" },
    { ""word"": ""answer"", ""translation"": ""trả lời"" },
    { ""word"": ""teacher"", ""translation"": ""giáo viên"" },
    { ""word"": ""questions"", ""translation"": ""câu hỏi"" },
    { ""word"": ""join"", ""translation"": ""tham gia"" },
    { ""word"": ""school"", ""translation"": ""trường học"" },
    { ""word"": ""clubs"", ""translation"": ""câu lạc bộ"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1308
  }
}",,,,
216,Đi học có gì vui? (phần 4),1327,80,168,Đi học có gì vui? (phần 4),"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""often"", ""translation"": ""thường xuyên"" },
    { ""word"": ""do"", ""translation"": ""làm"" },
    { ""word"": ""experiments"", ""translation"": ""thí nghiệm"" },
    { ""word"": ""share"", ""translation"": ""chia sẻ"" },
    { ""word"": ""ideas"", ""translation"": ""ý tưởng"" },
    { ""word"": ""learn"", ""translation"": ""học"" },
    { ""word"": ""new"", ""translation"": ""mới"" },
    { ""word"": ""things"", ""translation"": ""điều"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""join"", ""translation"": ""tham gia"" },
    { ""word"": ""school"", ""translation"": ""trường học"" },
    { ""word"": ""clubs"", ""translation"": ""câu lạc bộ"" },
    { ""word"": ""it's"", ""translation"": ""nó là"" },
    { ""word"": ""exciting"", ""translation"": ""thú vị"" },
    { ""word"": ""so"", ""translation"": ""rất"" },
    { ""word"": ""useful"", ""translation"": ""hữu ích"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Tạo câu ghép,ACTIVE,"{
  ""default"": {
    ""EN"": 1327
  }
}",,,,
217,Giúp đỡ cư dân Popa (phần 2),1676,80,169,Giúp đỡ cư dân Popa (phần 2),"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 1676
  }
}",,,,
218,Vòng quay may mắn,1272,81,170,Vòng quay may mắn,"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""often"", ""translation"": ""thường xuyên"" },
    { ""word"": ""do"", ""translation"": ""làm"" },
    { ""word"": ""experiments"", ""translation"": ""thí nghiệm"" },
    { ""word"": ""learn"", ""translation"": ""học"" },
    { ""word"": ""new"", ""translation"": ""mới"" },
    { ""word"": ""things"", ""translation"": ""điều"" },
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""sports"", ""translation"": ""thể thao"" },
    { ""word"": ""answer"", ""translation"": ""trả lời"" },
    { ""word"": ""teacher"", ""translation"": ""giáo viên"" },
    { ""word"": ""questions"", ""translation"": ""câu hỏi"" },
    { ""word"": ""He"", ""translation"": ""anh ấy"" },
    { ""word"": ""joins"", ""translation"": ""tham gia"" },
    { ""word"": ""school"", ""translation"": ""trường học"" },
    { ""word"": ""clubs"", ""translation"": ""câu lạc bộ"" },
    { ""word"": ""She"", ""translation"": ""cô ấy"" },
    { ""word"": ""shares"", ""translation"": ""chia sẻ"" },
    { ""word"": ""ideas"", ""translation"": ""ý tưởng"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1272
  }
}",,,,
219,Tình huống bất ngờ,-1,81,171,Tình huống bất ngờ,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,UP_COMING,"{
  ""default"": {
    ""EN"": 1272
  }
}",,,,
220,Tấm gương kỳ bí,1315,82,172,Tấm gương kỳ bí,"{
  ""words"": [
    { ""word"": ""I"", ""translation"": ""tôi"" },
    { ""word"": ""often"", ""translation"": ""thường xuyên"" },
    { ""word"": ""do"", ""translation"": ""làm"" },
    { ""word"": ""experiments"", ""translation"": ""thí nghiệm"" },
    { ""word"": ""and"", ""translation"": ""và"" },
    { ""word"": ""it's"", ""translation"": ""nó là"" },
    { ""word"": ""so"", ""translation"": ""rất"" },
    { ""word"": ""useful"", ""translation"": ""hữu ích"" },
    { ""word"": ""share"", ""translation"": ""chia sẻ"" },
    { ""word"": ""ideas"", ""translation"": ""ý tưởng"" },
    { ""word"": ""interesting"", ""translation"": ""thú vị"" },
    { ""word"": ""learn"", ""translation"": ""học"" },
    { ""word"": ""new"", ""translation"": ""mới"" },
    { ""word"": ""things"", ""translation"": ""điều"" },
    { ""word"": ""exciting"", ""translation"": ""thú vị"" },
    { ""word"": ""play"", ""translation"": ""chơi"" },
    { ""word"": ""sports"", ""translation"": ""thể thao"" },
    { ""word"": ""answer"", ""translation"": ""trả lời"" },
    { ""word"": ""teacher"", ""translation"": ""giáo viên"" },
    { ""word"": ""questions"", ""translation"": ""câu hỏi"" },
    { ""word"": ""join"", ""translation"": ""tham gia"" },
    { ""word"": ""school"", ""translation"": ""trường học"" },
    { ""word"": ""clubs"", ""translation"": ""câu lạc bộ"" }
  ]
}",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""EN"": 1315
  }
}",,,,
221,Mái trường mến yêu (phần 4),-1,82,173,Mái trường mến yêu (phần 4),"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Tạo bài nói,UP_COMING,"{
  ""default"": {
    ""EN"": 1272
  }
}",,,,
222,Thử tài làm Vlogger đi học,1329,82,174,Thử tài làm Vlogger đi học,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Dự án cá nhân,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1329
  }
}",,,,
223,Nhắc nhở nhiệm vụ,1335,83,175,Nhắc nhở nhiệm vụ,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,WORK_FLOW,Nhắc nhẹ,ACTIVE_NOT_DISPLAY,"{
  ""default"": {
    ""EN"": 1335
  }
}",,,,
224,Thủ thỉ tâm sự,-1,84,176,Thủ thỉ tâm sự,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Ôn tập,UP_COMING,,,,,
225,Diễn văn nghệ ở trường,-1,84,177,Diễn văn nghệ ở trường,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,UP_COMING,"{
  ""default"": {
    ""EN"": 951
  }
}",,,,
226,Lễ bế giảng và kì nghỉ hè,981,84,178,Lễ bế giảng và kì nghỉ hè,"{
  ""words"": []
 }",Cùng Pika tìm hiểu về bài học này cậu nhé,AGENT,Thực hành giao tiếp,ACTIVE,"{
  ""default"": {
    ""EN"": 981
  }
}",,,,
